VISA,URL,SECTION,DESCRIPTION
Aufenthaltserlaubnis zur Beschäftigung als Au-pair,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305267/,DURCHSCHNITTLICHE BEARBEITUNGSZEIT,"Etwa 5-6 Wochen
Wir empfehlen deshalb eine Vorsprache 4 bis 6 Wochen bevor der bisherige Aufenthaltstitel abläuft. Buchen Sie dafür möglichst einen Termin."
Aufenthaltserlaubnis zur Beschäftigung als Au-pair,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305267/,WEITERFÜHRENDE INFORMATIONEN,"Merkblatt der Bundesagentur für Arbeit: Information für Au-pairs bei deutschen Familien





                                    Merkblatt der Bundesagentur für Arbeit: Information für deutsche Gastfamilien





                                    Informationen und Formulare der Bundesagentur für Arbeit"
Aufenthaltserlaubnis zur Beschäftigung als Au-pair,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305267/,ZUSTÄNDIGE BEHÖRDEN,"Die Dienstleistung kann nur beim Landesamt für Einwanderung (LEA) am Standort Friedrich-Krause-Ufer in Anspruch genommen werden.                




Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer
Termin buchen

Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltserlaubnis für die Teilnahme am Working-Holiday- oder Youth-Mobility-Programm,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305265/,VORAUSSETZUNGEN,"Working-Holiday-Abkommen zwischen Deutschland und Australien, Israel, Japan oder Neuseeland                                


                                    Staatsangehörige von Australien, Israel, Japan und Neuseeland können diese Aufenthaltserlaubnis im Bundesgebiet beantragen.                                



                                Youth-Mobility-Abkommen zwischen Deutschland und Kanada                                


                                    Staatsangehörige von Kanada können diese Aufenthaltserlaubnis im Bundesgebiet beantragen.                                



                                Working-Holiday-Abkommen zwischen Deutschland und der Republik Korea                                


                                    Staatsangehörige der Republik Korea können diese Aufenthaltserlaubnis nur im Ausnahmefall im Bundesgebiet beantragen. Dies ist dann möglich, wenn bereits ein Aufenthalt mit einer Aufenthaltserlaubnis im Bundesgebiet besteht, z. B. zum Besuch eines Sprachkurses.                                



                                Alter zwischen 18 und 35 Jahren                                


                                    Es gelten folgende Altersgrenzen für die Teilnahme am Programm:
für Australien, Israel, Japan, Republik Korea und Neuseeland: mindestens 18 Jahre und höchstens 30 Jahre alt,für Kanada: mindestens 18 Jahre und höchstens 35 Jahre alt. 



                                Hauptwohnsitz in Berlin                                




                                Persönliche Vorsprache ist erforderlich                                


                                    Die Vorsprache sollte möglichst mit Termin erfolgen."
Aufenthaltserlaubnis für die Teilnahme am Working-Holiday- oder Youth-Mobility-Programm,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305265/,ERFORDERLICHE UNTERLAGEN,"Gültiger Pass                                




                                        1 aktuelles biometrisches Foto


                                    35mm x 45mm, Frontalaufnahme mit neutralem Gesichtsausdruck und geschlossenem Mund gerade in die Kamera blickend, heller Hintergrund                                



                                Auslandsreisekrankenversicherung mit einer Gültigkeit von 1 Jahr                                



                                Nachweis eigener Mittel von mindestens 2.000 Euro                                

                                    z.B. Kontoauszug                                



                                Formular Antrag auf Erteilung eines Aufenthaltstitels                                



                                Nachweis über Hauptwohnsitz in Berlin                                

Bescheinigung über die Anmeldung des Wohnsitzes (Meldebestätigung) oderMietvertrag und Einzugsbestätigung des VermietersMehr zum Thema im Abschnitt „Weiterführende Informationen“."
Aufenthaltserlaubnis für die Teilnahme am Working-Holiday- oder Youth-Mobility-Programm,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305265/,FORMULARE,Antrag auf Erteilung eines Aufenthaltstitels (Deutsch-Englisch-Französisch-Italienisch)
Aufenthaltserlaubnis für die Teilnahme am Working-Holiday- oder Youth-Mobility-Programm,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305265/,GEBÜHREN,"56,00 bis 100,00 Euro: je nach technischem AufwandKeine: für japanische Staatsangehörige"
Aufenthaltserlaubnis für die Teilnahme am Working-Holiday- oder Youth-Mobility-Programm,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305265/,RECHTSGRUNDLAGEN,Aufenthaltsgesetz (AufenthG) § 19c Abs. 1
Aufenthaltserlaubnis für die Teilnahme am Working-Holiday- oder Youth-Mobility-Programm,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305265/,DURCHSCHNITTLICHE BEARBEITUNGSZEIT,In der Regel wird die Aufenthaltserlaubnis bei Vorsprache ausgestellt.
Aufenthaltserlaubnis für die Teilnahme am Working-Holiday- oder Youth-Mobility-Programm,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305265/,WEITERFÜHRENDE INFORMATIONEN,"Bescheinigung über die Anmeldung einer Wohnung (Meldebestätigung)





                                    Muster: Einzugsbestätigung des Vermieters"
Aufenthaltserlaubnis für die Teilnahme am Working-Holiday- oder Youth-Mobility-Programm,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/305265/,ZUSTÄNDIGE BEHÖRDEN,"Landesamt für Einwanderung (LEA)




LEA, Friedrich-Krause-Ufer
Termin buchen

Weitere zuständige Behörden für diese Dienstleistung im zentralen Service-Portal anzeigen."
Aufenthaltserlaubnis für die Teilnahme an einem Freiwilligendienst,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330848/,VORAUSSETZUNGEN,"Altersgrenzen                                


Jugendfreiwilligendienst: Die Teilnahme ist für Personen unter 27 Jahren möglich, die bereits die Schulpflicht ihres Herkunftslandes erfüllt haben.Bundesfreiwilligendienst: Eine Altersgrenze besteht nicht, die Schulpflicht des Herkunftslandes muss erfüllt sein.Europäischer Freiwilligendienst: Teilnehmen können Personen zwischen 17 und 30 Jahren. 



                                Bei Teilnahme am Europäischen Freiwilligendienst: Staatsangehörigkeit eines Partnerlandes des Programms Erasmus+                                 


                                    Eine Auflistung dieser Partnerländer finden Sie im Abschnitt „Weiterführende Informationen“.                                



                                Schriftliche Vereinbarung zwischen dem oder der Freiwilligen mit dem Träger des Freiwilligendienstes oder dem Bundesamt für Familie und zivilgesellschaftliche Aufgaben                                




                                Gesicherter Lebensunterhalt während des Aufenthalts zur Teilnahme am Freiwilligendienst                                


                                    Von einem gesicherten Lebensunterhalt ist auszugehen, wenn das Taschengeld (eventuell zuzüglich des Werts von vereinbarten Sachleistungen und Verpflegungskosten oder Verpflegungskostenzuschüssen) dem Regelsatz des SGB II/XII entspricht.
Der Nachweis der Sicherung des Lebensunterhalts ist auch durch die Abgabe einer Verpflichtungserklärung (zum Beispiel des Trägers der Einsatzstelle) möglich.                                



                                Hauptwohnsitz in Berlin während des Freiwilligendienstes                                




                                Persönliche Vorsprache ist erforderlich                                


                                    Den Antrag können Sie nur bei uns vor Ort am Standort Friedrich-Krause-Ufer stellen. Bitte buchen Sie hierfür einen Termin."
Aufenthaltserlaubnis für die Teilnahme an einem Freiwilligendienst,https://www.berlin.de/einwanderung/dienstleistungen/service.871055.php/dienstleistung/330848/,ERFORDERLICHE UNTERLAGEN,"Formular Antrag auf Erteilung eines Aufenthaltstitels                                

                                    verfügbar in den Sprachen Deutsch, Englisch, Französisch, Italienisch, Griechisch, Türkisch, Vietnamesisch, Spanisch, Portugiesisch, Russisch, Serbisch und Bosnisch                                



                                Gültiger Pass                                




                                        1 aktuelles biometrisches Foto


                                    35mm x 45mm, Frontalaufnahme mit neutralem Gesichtsausdruck und geschlossenem Mund gerade in die Kamera blickend, heller Hintergrund                                



                                Schriftliche Vereinbarung mit dem Träger des Freiwilligendienstes oder dem Bundesamt für Familie und zivilgesellschaftliche Aufgaben (im Original)                                

                                    Die Vereinbarung muss folgende Informationen enthalten:
Beschreibung des Freiwilligendienstes mit Angaben zur Dauer und den DienstzeitenBedingungen der Tätigkeit und der Betreuung durch die aufnehmende EinrichtungAngaben über die zur Verfügung stehenden Mittel für Lebensunterhalt und Unterkunft sowie zum Taschengeldgegebenenfalls: Angaben über die Ausbildung, die für eine ordnungsgemäße Erledigung der Aufgaben während des Freiwilligendienstes benötigt wird 



                                Unter Umständen: Mietvertrag                                

                                    Ein Mietvertrag ist dann vorzulegen, wenn der Träger des Freiwilligendienstes keine Unterkunft zur Verfügung stellt.                                



                                Bei Minderjährigen: Einverständnis der Sorgeberechtigten zur Teilnahme am Freiwilligendienst                                



                                Nachweis über den Hauptwohnsitz in Berlin                                

Bescheinigung über die Anmeldung der Wohnung (Meldebestätigung) oderMietvertrag und Einzugsbestätigung des Vermieters sowie Terminbestätigung des BürgeramtesMehr zum Thema im Abschnitt „Weiterführende Informationen“"
